,,,,,soft_scc,soft_non
  GA: Pike County (13231),2010-2013,male,0-44,hw,0,0
  GA: Pike County (13231),2010-2013,male,0-44,b,0,0
  GA: Pike County (13231),2010-2013,male,45-64,nhw,0,0
  GA: Pike County (13231),2010-2013,male,45-64,hw,0,0
  GA: Pike County (13231),2010-2013,male,45-64,b,0,0
  GA: Pike County (13231),2010-2013,male,65+,nhw,0,0
  GA: Pike County (13231),2010-2013,male,65+,hw,0,0
  GA: Pike County (13231),2010-2013,male,65+,b,0,0
  GA: Pike County (13231),2010-2013,female,0-44,nhw,0,0
  GA: Pike County (13231),2010-2013,female,0-44,hw,0,0
  GA: Pike County (13231),2010-2013,female,0-44,b,0,0
  GA: Pike County (13231),2010-2013,female,45-64,nhw,0,0
  GA: Pike County (13231),2010-2013,female,45-64,hw,0,0
  GA: Pike County (13231),2010-2013,female,45-64,b,0,1
  GA: Pike County (13231),2010-2013,female,65+,nhw,0,1
  GA: Pike County (13231),2010-2013,female,65+,hw,0,0
  GA: Pike County (13231),2010-2013,female,65+,b,0,0
  GA: Polk County (13233),2000-2004,male,0-44,nhw,0,1
  GA: Polk County (13233),2000-2004,male,0-44,hw,0,0
  GA: Polk County (13233),2000-2004,male,0-44,b,0,1
  GA: Polk County (13233),2000-2004,male,45-64,nhw,0,0
  GA: Polk County (13233),2000-2004,male,45-64,hw,0,0
  GA: Polk County (13233),2000-2004,male,45-64,b,0,0
  GA: Polk County (13233),2000-2004,male,65+,nhw,0,1
  GA: Polk County (13233),2000-2004,male,65+,hw,0,0
  GA: Polk County (13233),2000-2004,male,65+,b,0,0
  GA: Polk County (13233),2000-2004,female,0-44,nhw,0,0
  GA: Polk County (13233),2000-2004,female,0-44,hw,0,0
  GA: Polk County (13233),2000-2004,female,0-44,b,0,0
  GA: Polk County (13233),2000-2004,female,45-64,nhw,0,1
  GA: Polk County (13233),2000-2004,female,45-64,hw,0,0
  GA: Polk County (13233),2000-2004,female,45-64,b,0,0
  GA: Polk County (13233),2000-2004,female,65+,nhw,0,2
  GA: Polk County (13233),2000-2004,female,65+,hw,0,0
  GA: Polk County (13233),2000-2004,female,65+,b,0,0
  GA: Polk County (13233),2005-2009,male,0-44,nhw,0,2
  GA: Polk County (13233),2005-2009,male,0-44,hw,0,0
  GA: Polk County (13233),2005-2009,male,0-44,b,0,0
  GA: Polk County (13233),2005-2009,male,45-64,nhw,0,1
  GA: Polk County (13233),2005-2009,male,45-64,hw,0,0
  GA: Polk County (13233),2005-2009,male,45-64,b,0,0
  GA: Polk County (13233),2005-2009,male,65+,nhw,0,0
  GA: Polk County (13233),2005-2009,male,65+,hw,0,0
  GA: Polk County (13233),2005-2009,male,65+,b,0,1
  GA: Polk County (13233),2005-2009,female,0-44,nhw,0,1
  GA: Polk County (13233),2005-2009,female,0-44,hw,0,0
  GA: Polk County (13233),2005-2009,female,0-44,b,0,0
  GA: Polk County (13233),2005-2009,female,45-64,nhw,0,0
  GA: Polk County (13233),2005-2009,female,45-64,hw,0,0
  GA: Polk County (13233),2005-2009,female,45-64,b,0,0
  GA: Polk County (13233),2005-2009,female,65+,nhw,0,1
  GA: Polk County (13233),2005-2009,female,65+,hw,0,0
  GA: Polk County (13233),2005-2009,female,65+,b,0,0
  GA: Polk County (13233),2010-2013,male,0-44,nhw,0,0
  GA: Polk County (13233),2010-2013,male,0-44,hw,0,1
  GA: Polk County (13233),2010-2013,male,0-44,b,0,0
  GA: Polk County (13233),2010-2013,male,45-64,nhw,0,0
  GA: Polk County (13233),2010-2013,male,45-64,hw,0,1
  GA: Polk County (13233),2010-2013,male,45-64,b,0,0
  GA: Polk County (13233),2010-2013,male,65+,nhw,0,1
  GA: Polk County (13233),2010-2013,male,65+,hw,0,0
  GA: Polk County (13233),2010-2013,male,65+,b,0,0
  GA: Polk County (13233),2010-2013,female,0-44,nhw,0,0
  GA: Polk County (13233),2010-2013,female,0-44,hw,0,1
  GA: Polk County (13233),2010-2013,female,0-44,b,0,0
  GA: Polk County (13233),2010-2013,female,45-64,nhw,0,0
  GA: Polk County (13233),2010-2013,female,45-64,hw,0,0
  GA: Polk County (13233),2010-2013,female,45-64,b,0,0
  GA: Polk County (13233),2010-2013,female,65+,nhw,0,1
  GA: Polk County (13233),2010-2013,female,65+,hw,0,0
  GA: Polk County (13233),2010-2013,female,65+,b,0,1
  GA: Pulaski County (13235),2000-2004,male,0-44,nhw,0,0
  GA: Pulaski County (13235),2000-2004,male,0-44,hw,0,0
  GA: Pulaski County (13235),2000-2004,male,0-44,b,0,0
  GA: Pulaski County (13235),2000-2004,male,45-64,nhw,0,0
  GA: Pulaski County (13235),2000-2004,male,45-64,hw,0,0
  GA: Pulaski County (13235),2000-2004,male,45-64,b,0,1
  GA: Pulaski County (13235),2000-2004,male,65+,nhw,0,0
  GA: Pulaski County (13235),2000-2004,male,65+,hw,0,0
  GA: Pulaski County (13235),2000-2004,male,65+,b,0,0
  GA: Pulaski County (13235),2000-2004,female,0-44,nhw,0,0
  GA: Pulaski County (13235),2000-2004,female,0-44,hw,0,0
  GA: Pulaski County (13235),2000-2004,female,0-44,b,0,0
  GA: Pulaski County (13235),2000-2004,female,45-64,nhw,0,0
  GA: Pulaski County (13235),2000-2004,female,45-64,hw,0,0
  GA: Pulaski County (13235),2000-2004,female,45-64,b,0,0
  GA: Pulaski County (13235),2000-2004,female,65+,nhw,0,0
  GA: Pulaski County (13235),2000-2004,female,65+,hw,0,0
  GA: Pulaski County (13235),2000-2004,female,65+,b,0,0
  GA: Pulaski County (13235),2005-2009,male,0-44,nhw,0,0
  GA: Pulaski County (13235),2005-2009,male,0-44,hw,0,0
  GA: Pulaski County (13235),2005-2009,male,0-44,b,0,0
  GA: Pulaski County (13235),2005-2009,male,45-64,nhw,0,1
  GA: Pulaski County (13235),2005-2009,male,45-64,hw,0,0
  GA: Pulaski County (13235),2005-2009,male,45-64,b,0,0
  GA: Pulaski County (13235),2005-2009,male,65+,nhw,0,2
  GA: Pulaski County (13235),2005-2009,male,65+,hw,0,0
  GA: Pulaski County (13235),2005-2009,male,65+,b,0,0
  GA: Pulaski County (13235),2005-2009,female,0-44,nhw,0,0
  GA: Pulaski County (13235),2005-2009,female,0-44,hw,0,0
  GA: Pulaski County (13235),2005-2009,female,0-44,b,0,0
  GA: Pulaski County (13235),2005-2009,female,45-64,nhw,0,0
  GA: Pulaski County (13235),2005-2009,female,45-64,hw,0,0
  GA: Pulaski County (13235),2005-2009,female,45-64,b,0,0
  GA: Pulaski County (13235),2005-2009,female,65+,nhw,0,1
  GA: Pulaski County (13235),2005-2009,female,65+,hw,0,0
  GA: Pulaski County (13235),2005-2009,female,65+,b,0,0
  GA: Pulaski County (13235),2010-2013,male,0-44,nhw,0,0
  GA: Pulaski County (13235),2010-2013,male,0-44,hw,0,0
  GA: Pulaski County (13235),2010-2013,male,0-44,b,0,0
  GA: Pulaski County (13235),2010-2013,male,45-64,nhw,0,0
  GA: Pulaski County (13235),2010-2013,male,45-64,hw,0,0
  GA: Pulaski County (13235),2010-2013,male,45-64,b,0,1
  GA: Pulaski County (13235),2010-2013,male,65+,nhw,0,0
  GA: Pulaski County (13235),2010-2013,male,65+,hw,0,0
  GA: Pulaski County (13235),2010-2013,male,65+,b,0,0
  GA: Pulaski County (13235),2010-2013,female,0-44,nhw,0,0
  GA: Pulaski County (13235),2010-2013,female,0-44,hw,0,0
  GA: Pulaski County (13235),2010-2013,female,0-44,b,0,0
  GA: Pulaski County (13235),2010-2013,female,45-64,nhw,0,0
  GA: Pulaski County (13235),2010-2013,female,45-64,hw,0,0
  GA: Pulaski County (13235),2010-2013,female,45-64,b,0,0
  GA: Pulaski County (13235),2010-2013,female,65+,nhw,0,0
  GA: Pulaski County (13235),2010-2013,female,65+,hw,0,0
  GA: Pulaski County (13235),2010-2013,female,65+,b,0,0
  GA: Quitman County (13239),2000-2004,male,0-44,nhw,0,0
  GA: Quitman County (13239),2000-2004,male,0-44,hw,0,0
  GA: Quitman County (13239),2000-2004,male,0-44,b,0,0
  GA: Quitman County (13239),2000-2004,male,45-64,nhw,0,0
  GA: Quitman County (13239),2000-2004,male,45-64,hw,0,0
  GA: Quitman County (13239),2000-2004,male,45-64,b,0,0
  GA: Quitman County (13239),2000-2004,male,65+,nhw,0,0
  GA: Quitman County (13239),2000-2004,male,65+,hw,0,0
  GA: Quitman County (13239),2000-2004,male,65+,b,0,0
  GA: Quitman County (13239),2000-2004,female,0-44,nhw,0,0
  GA: Quitman County (13239),2000-2004,female,0-44,hw,0,0
  GA: Quitman County (13239),2000-2004,female,0-44,b,0,0
  GA: Quitman County (13239),2000-2004,female,45-64,nhw,0,0
  GA: Quitman County (13239),2000-2004,female,45-64,hw,0,0
  GA: Quitman County (13239),2000-2004,female,45-64,b,0,0
  GA: Quitman County (13239),2000-2004,female,65+,nhw,0,0
  GA: Quitman County (13239),2000-2004,female,65+,hw,0,0
  GA: Quitman County (13239),2000-2004,female,65+,b,0,0
  GA: Quitman County (13239),2005-2009,male,0-44,nhw,0,0
  GA: Quitman County (13239),2005-2009,male,0-44,hw,0,0
  GA: Quitman County (13239),2005-2009,male,0-44,b,0,0
  GA: Quitman County (13239),2005-2009,male,45-64,nhw,0,0
  GA: Quitman County (13239),2005-2009,male,45-64,hw,0,0
  GA: Quitman County (13239),2005-2009,male,45-64,b,0,0
  GA: Quitman County (13239),2005-2009,male,65+,nhw,0,0
  GA: Quitman County (13239),2005-2009,male,65+,hw,0,0
  GA: Quitman County (13239),2005-2009,male,65+,b,0,0
  GA: Quitman County (13239),2005-2009,female,0-44,nhw,0,0
  GA: Quitman County (13239),2005-2009,female,0-44,hw,0,0
  GA: Quitman County (13239),2005-2009,female,0-44,b,0,0
  GA: Quitman County (13239),2005-2009,female,45-64,nhw,0,0
  GA: Quitman County (13239),2005-2009,female,45-64,hw,0,0
  GA: Quitman County (13239),2005-2009,female,45-64,b,0,0
  GA: Quitman County (13239),2005-2009,female,65+,nhw,0,0
  GA: Quitman County (13239),2005-2009,female,65+,hw,0,0
  GA: Quitman County (13239),2005-2009,female,65+,b,0,0
  GA: Quitman County (13239),2010-2013,male,0-44,nhw,0,0
  GA: Quitman County (13239),2010-2013,male,0-44,hw,0,0
  GA: Quitman County (13239),2010-2013,male,0-44,b,0,0
  GA: Quitman County (13239),2010-2013,male,45-64,nhw,0,0
  GA: Quitman County (13239),2010-2013,male,45-64,hw,0,0
  GA: Quitman County (13239),2010-2013,male,45-64,b,0,0
  GA: Quitman County (13239),2010-2013,male,65+,nhw,0,0
  GA: Quitman County (13239),2010-2013,male,65+,hw,0,0
  GA: Quitman County (13239),2010-2013,male,65+,b,0,0
  GA: Quitman County (13239),2010-2013,female,0-44,nhw,0,0
  GA: Quitman County (13239),2010-2013,female,0-44,hw,0,0
  GA: Quitman County (13239),2010-2013,female,0-44,b,0,0
  GA: Quitman County (13239),2010-2013,female,45-64,nhw,0,0
  GA: Quitman County (13239),2010-2013,female,45-64,hw,0,0
  GA: Quitman County (13239),2010-2013,female,45-64,b,0,0
  GA: Quitman County (13239),2010-2013,female,65+,nhw,0,0
  GA: Quitman County (13239),2010-2013,female,65+,hw,0,0
  GA: Quitman County (13239),2010-2013,female,65+,b,0,0
  GA: Rabun County (13241),2000-2004,male,0-44,nhw,0,0
  GA: Rabun County (13241),2000-2004,male,0-44,hw,0,0
  GA: Rabun County (13241),2000-2004,male,0-44,b,0,0
  GA: Rabun County (13241),2000-2004,male,45-64,nhw,0,2
  GA: Rabun County (13241),2000-2004,male,45-64,hw,0,0
  GA: Rabun County (13241),2000-2004,male,45-64,b,0,0
  GA: Rabun County (13241),2000-2004,male,65+,nhw,0,0
  GA: Rabun County (13241),2000-2004,male,65+,hw,0,0
  GA: Rabun County (13241),2000-2004,male,65+,b,0,0
  GA: Rabun County (13241),2000-2004,female,0-44,nhw,0,0
  GA: Rabun County (13241),2000-2004,female,0-44,hw,0,0
  GA: Rabun County (13241),2000-2004,female,0-44,b,0,0
  GA: Rabun County (13241),2000-2004,female,45-64,nhw,0,2
  GA: Rabun County (13241),2000-2004,female,45-64,hw,0,0
  GA: Rabun County (13241),2000-2004,female,45-64,b,0,0
  GA: Rabun County (13241),2000-2004,female,65+,nhw,0,0
  GA: Rabun County (13241),2000-2004,female,65+,hw,0,0
  GA: Rabun County (13241),2000-2004,female,65+,b,0,0
  GA: Rabun County (13241),2005-2009,male,0-44,nhw,0,1
  GA: Rabun County (13241),2005-2009,male,0-44,hw,0,0
  GA: Rabun County (13241),2005-2009,male,0-44,b,0,0
  GA: Rabun County (13241),2005-2009,male,45-64,nhw,0,0
  GA: Rabun County (13241),2005-2009,male,45-64,hw,0,0
  GA: Rabun County (13241),2005-2009,male,45-64,b,0,0
  GA: Rabun County (13241),2005-2009,male,65+,nhw,0,0
  GA: Rabun County (13241),2005-2009,male,65+,hw,0,0
  GA: Rabun County (13241),2005-2009,male,65+,b,0,0
  GA: Rabun County (13241),2005-2009,female,0-44,nhw,0,0
  GA: Rabun County (13241),2005-2009,female,0-44,hw,0,0
  GA: Rabun County (13241),2005-2009,female,0-44,b,0,0
  GA: Rabun County (13241),2005-2009,female,45-64,nhw,0,0
  GA: Rabun County (13241),2005-2009,female,45-64,hw,0,0
  GA: Rabun County (13241),2005-2009,female,45-64,b,0,0
  GA: Rabun County (13241),2005-2009,female,65+,nhw,0,0
  GA: Rabun County (13241),2005-2009,female,65+,hw,0,0
  GA: Rabun County (13241),2005-2009,female,65+,b,0,0
  GA: Rabun County (13241),2010-2013,male,0-44,nhw,0,1
  GA: Rabun County (13241),2010-2013,male,0-44,hw,0,0
  GA: Rabun County (13241),2010-2013,male,0-44,b,0,0
  GA: Rabun County (13241),2010-2013,male,45-64,nhw,0,0
  GA: Rabun County (13241),2010-2013,male,45-64,hw,0,0
  GA: Rabun County (13241),2010-2013,male,45-64,b,0,0
  GA: Rabun County (13241),2010-2013,male,65+,nhw,0,0
  GA: Rabun County (13241),2010-2013,male,65+,hw,0,0
  GA: Rabun County (13241),2010-2013,male,65+,b,0,0
  GA: Rabun County (13241),2010-2013,female,0-44,nhw,0,0
  GA: Rabun County (13241),2010-2013,female,0-44,hw,0,0
  GA: Rabun County (13241),2010-2013,female,0-44,b,0,0
  GA: Rabun County (13241),2010-2013,female,45-64,nhw,0,0
  GA: Rabun County (13241),2010-2013,female,45-64,hw,0,0
  GA: Rabun County (13241),2010-2013,female,45-64,b,0,0
  GA: Rabun County (13241),2010-2013,female,65+,nhw,0,2
  GA: Rabun County (13241),2010-2013,female,65+,hw,0,0
  GA: Rabun County (13241),2010-2013,female,65+,b,0,0
  GA: Randolph County (13243),2000-2004,male,0-44,nhw,0,0
  GA: Randolph County (13243),2000-2004,male,0-44,hw,0,0
  GA: Randolph County (13243),2000-2004,male,0-44,b,0,0
  GA: Randolph County (13243),2000-2004,male,45-64,nhw,0,0
  GA: Randolph County (13243),2000-2004,male,45-64,hw,0,0
  GA: Randolph County (13243),2000-2004,male,45-64,b,0,0
  GA: Randolph County (13243),2000-2004,male,65+,nhw,0,0
  GA: Randolph County (13243),2000-2004,male,65+,hw,0,0
  GA: Randolph County (13243),2000-2004,male,65+,b,0,0
  GA: Randolph County (13243),2000-2004,female,0-44,nhw,0,0
  GA: Randolph County (13243),2000-2004,female,0-44,hw,0,0
  GA: Randolph County (13243),2000-2004,female,0-44,b,0,0
  GA: Randolph County (13243),2000-2004,female,45-64,nhw,0,0
  GA: Randolph County (13243),2000-2004,female,45-64,hw,0,0
  GA: Randolph County (13243),2000-2004,female,45-64,b,0,0
  GA: Randolph County (13243),2000-2004,female,65+,nhw,0,0
  GA: Randolph County (13243),2000-2004,female,65+,hw,0,0
  GA: Randolph County (13243),2000-2004,female,65+,b,0,0
  GA: Randolph County (13243),2005-2009,male,0-44,nhw,0,0
  GA: Randolph County (13243),2005-2009,male,0-44,hw,0,0
  GA: Randolph County (13243),2005-2009,male,0-44,b,0,0
  GA: Randolph County (13243),2005-2009,male,45-64,nhw,0,0
  GA: Randolph County (13243),2005-2009,male,45-64,hw,0,0
  GA: Randolph County (13243),2005-2009,male,45-64,b,0,0
  GA: Randolph County (13243),2005-2009,male,65+,nhw,0,0
  GA: Randolph County (13243),2005-2009,male,65+,hw,0,0
  GA: Randolph County (13243),2005-2009,male,65+,b,0,0
  GA: Randolph County (13243),2005-2009,female,0-44,nhw,0,0
  GA: Randolph County (13243),2005-2009,female,0-44,hw,0,0
  GA: Randolph County (13243),2005-2009,female,0-44,b,0,0
  GA: Randolph County (13243),2005-2009,female,45-64,nhw,0,0
  GA: Randolph County (13243),2005-2009,female,45-64,hw,0,0
  GA: Randolph County (13243),2005-2009,female,45-64,b,0,0
  GA: Randolph County (13243),2005-2009,female,65+,nhw,0,0
  GA: Randolph County (13243),2005-2009,female,65+,hw,0,0
  GA: Randolph County (13243),2005-2009,female,65+,b,0,0
  GA: Randolph County (13243),2010-2013,male,0-44,nhw,0,0
  GA: Randolph County (13243),2010-2013,male,0-44,hw,0,0
  GA: Randolph County (13243),2010-2013,male,0-44,b,0,0
  GA: Randolph County (13243),2010-2013,male,45-64,nhw,0,1
  GA: Randolph County (13243),2010-2013,male,45-64,hw,0,0
  GA: Randolph County (13243),2010-2013,male,45-64,b,0,0
  GA: Randolph County (13243),2010-2013,male,65+,nhw,0,0
  GA: Randolph County (13243),2010-2013,male,65+,hw,0,0
  GA: Randolph County (13243),2010-2013,male,65+,b,0,0
  GA: Randolph County (13243),2010-2013,female,0-44,nhw,0,0
  GA: Randolph County (13243),2010-2013,female,0-44,hw,0,0
  GA: Randolph County (13243),2010-2013,female,0-44,b,0,0
  GA: Randolph County (13243),2010-2013,female,45-64,nhw,0,0
  GA: Randolph County (13243),2010-2013,female,45-64,hw,0,0
  GA: Randolph County (13243),2010-2013,female,45-64,b,0,0
  GA: Randolph County (13243),2010-2013,female,65+,nhw,0,0
  GA: Randolph County (13243),2010-2013,female,65+,hw,0,0
  GA: Randolph County (13243),2010-2013,female,65+,b,0,0
  GA: Richmond County (13245),2000-2004,male,0-44,nhw,0,4
  GA: Richmond County (13245),2000-2004,male,0-44,hw,0,0
  GA: Richmond County (13245),2000-2004,male,0-44,b,0,2
  GA: Richmond County (13245),2000-2004,male,45-64,nhw,0,0
  GA: Richmond County (13245),2000-2004,male,45-64,hw,0,0
  GA: Richmond County (13245),2000-2004,male,45-64,b,0,3
  GA: Richmond County (13245),2000-2004,male,65+,nhw,0,1
  GA: Richmond County (13245),2000-2004,male,65+,hw,0,1
  GA: Richmond County (13245),2000-2004,male,65+,b,0,0
  GA: Richmond County (13245),2000-2004,female,0-44,nhw,0,0
  GA: Richmond County (13245),2000-2004,female,0-44,hw,0,0
  GA: Richmond County (13245),2000-2004,female,0-44,b,0,5
  GA: Richmond County (13245),2000-2004,female,45-64,nhw,0,1
  GA: Richmond County (13245),2000-2004,female,45-64,hw,0,0
  GA: Richmond County (13245),2000-2004,female,45-64,b,0,2
  GA: Richmond County (13245),2000-2004,female,65+,nhw,0,1
  GA: Richmond County (13245),2000-2004,female,65+,hw,0,0
  GA: Richmond County (13245),2000-2004,female,65+,b,0,3
  GA: Richmond County (13245),2005-2009,male,0-44,nhw,0,4
  GA: Richmond County (13245),2005-2009,male,0-44,hw,0,1
  GA: Richmond County (13245),2005-2009,male,0-44,b,0,5
  GA: Richmond County (13245),2005-2009,male,45-64,nhw,0,2
  GA: Richmond County (13245),2005-2009,male,45-64,hw,0,0
  GA: Richmond County (13245),2005-2009,male,45-64,b,0,4
  GA: Richmond County (13245),2005-2009,male,65+,nhw,0,9
  GA: Richmond County (13245),2005-2009,male,65+,hw,0,0
  GA: Richmond County (13245),2005-2009,male,65+,b,0,0
  GA: Richmond County (13245),2005-2009,female,0-44,nhw,0,3
  GA: Richmond County (13245),2005-2009,female,0-44,hw,0,0
  GA: Richmond County (13245),2005-2009,female,0-44,b,0,9
  GA: Richmond County (13245),2005-2009,female,45-64,nhw,0,5
  GA: Richmond County (13245),2005-2009,female,45-64,hw,0,0
  GA: Richmond County (13245),2005-2009,female,45-64,b,0,2
  GA: Richmond County (13245),2005-2009,female,65+,nhw,0,3
  GA: Richmond County (13245),2005-2009,female,65+,hw,0,0
  GA: Richmond County (13245),2005-2009,female,65+,b,0,2
  GA: Richmond County (13245),2010-2013,male,0-44,nhw,0,3
  GA: Richmond County (13245),2010-2013,male,0-44,hw,0,0
  GA: Richmond County (13245),2010-2013,male,0-44,b,0,2
  GA: Richmond County (13245),2010-2013,male,45-64,nhw,0,2
  GA: Richmond County (13245),2010-2013,male,45-64,hw,0,0
  GA: Richmond County (13245),2010-2013,male,45-64,b,0,1
  GA: Richmond County (13245),2010-2013,male,65+,nhw,0,4
  GA: Richmond County (13245),2010-2013,male,65+,hw,0,0
  GA: Richmond County (13245),2010-2013,male,65+,b,0,0
  GA: Richmond County (13245),2010-2013,female,0-44,nhw,0,0
  GA: Richmond County (13245),2010-2013,female,0-44,hw,0,0
  GA: Richmond County (13245),2010-2013,female,0-44,b,0,3
  GA: Richmond County (13245),2010-2013,female,45-64,nhw,0,1
  GA: Richmond County (13245),2010-2013,female,45-64,hw,0,0
  GA: Richmond County (13245),2010-2013,female,45-64,b,0,2
  GA: Richmond County (13245),2010-2013,female,65+,nhw,0,1
  GA: Richmond County (13245),2010-2013,female,65+,hw,0,0
  GA: Richmond County (13245),2010-2013,female,65+,b,0,0
  GA: Rockdale County (13247),2000-2004,male,0-44,nhw,0,3
  GA: Rockdale County (13247),2000-2004,male,0-44,hw,0,0
  GA: Rockdale County (13247),2000-2004,male,0-44,b,0,0
  GA: Rockdale County (13247),2000-2004,male,45-64,nhw,0,4
  GA: Rockdale County (13247),2000-2004,male,45-64,hw,0,0
  GA: Rockdale County (13247),2000-2004,male,45-64,b,0,0
  GA: Rockdale County (13247),2000-2004,male,65+,nhw,0,3
  GA: Rockdale County (13247),2000-2004,male,65+,hw,0,0
  GA: Rockdale County (13247),2000-2004,male,65+,b,0,1
  GA: Rockdale County (13247),2000-2004,female,0-44,nhw,0,0
  GA: Rockdale County (13247),2000-2004,female,0-44,hw,0,1
  GA: Rockdale County (13247),2000-2004,female,0-44,b,0,3
  GA: Rockdale County (13247),2000-2004,female,45-64,nhw,0,2
  GA: Rockdale County (13247),2000-2004,female,45-64,hw,0,0
  GA: Rockdale County (13247),2000-2004,female,45-64,b,0,0
  GA: Rockdale County (13247),2000-2004,female,65+,nhw,0,0
  GA: Rockdale County (13247),2000-2004,female,65+,hw,0,0
  GA: Rockdale County (13247),2000-2004,female,65+,b,0,0
  GA: Rockdale County (13247),2005-2009,male,0-44,nhw,0,2
  GA: Rockdale County (13247),2005-2009,male,0-44,hw,0,0
  GA: Rockdale County (13247),2005-2009,male,0-44,b,0,1
  GA: Rockdale County (13247),2005-2009,male,45-64,nhw,0,4
  GA: Rockdale County (13247),2005-2009,male,45-64,hw,0,0
  GA: Rockdale County (13247),2005-2009,male,45-64,b,0,1
  GA: Rockdale County (13247),2005-2009,male,65+,nhw,0,0
  GA: Rockdale County (13247),2005-2009,male,65+,hw,0,0
  GA: Rockdale County (13247),2005-2009,male,65+,b,0,2
  GA: Rockdale County (13247),2005-2009,female,0-44,nhw,0,0
  GA: Rockdale County (13247),2005-2009,female,0-44,hw,0,0
  GA: Rockdale County (13247),2005-2009,female,0-44,b,0,0
  GA: Rockdale County (13247),2005-2009,female,45-64,nhw,0,1
  GA: Rockdale County (13247),2005-2009,female,45-64,hw,0,0
  GA: Rockdale County (13247),2005-2009,female,45-64,b,0,0
  GA: Rockdale County (13247),2005-2009,female,65+,nhw,0,1
  GA: Rockdale County (13247),2005-2009,female,65+,hw,0,0
  GA: Rockdale County (13247),2005-2009,female,65+,b,0,0
  GA: Rockdale County (13247),2010-2013,male,0-44,nhw,0,1
  GA: Rockdale County (13247),2010-2013,male,0-44,hw,0,0
  GA: Rockdale County (13247),2010-2013,male,0-44,b,0,1
  GA: Rockdale County (13247),2010-2013,male,45-64,nhw,0,0
  GA: Rockdale County (13247),2010-2013,male,45-64,hw,0,0
  GA: Rockdale County (13247),2010-2013,male,45-64,b,0,2
  GA: Rockdale County (13247),2010-2013,male,65+,nhw,0,0
  GA: Rockdale County (13247),2010-2013,male,65+,hw,0,0
  GA: Rockdale County (13247),2010-2013,male,65+,b,0,0
  GA: Rockdale County (13247),2010-2013,female,0-44,nhw,0,1
  GA: Rockdale County (13247),2010-2013,female,0-44,hw,0,0
  GA: Rockdale County (13247),2010-2013,female,0-44,b,0,2
  GA: Rockdale County (13247),2010-2013,female,45-64,nhw,0,1
  GA: Rockdale County (13247),2010-2013,female,45-64,hw,0,0
  GA: Rockdale County (13247),2010-2013,female,45-64,b,0,3
  GA: Rockdale County (13247),2010-2013,female,65+,nhw,0,1
  GA: Rockdale County (13247),2010-2013,female,65+,hw,0,0
  GA: Rockdale County (13247),2010-2013,female,65+,b,0,0
  GA: Schley County (13249),2000-2004,male,0-44,nhw,0,0
  GA: Schley County (13249),2000-2004,male,0-44,hw,0,0
  GA: Schley County (13249),2000-2004,male,0-44,b,0,0
  GA: Schley County (13249),2000-2004,male,45-64,nhw,0,0
  GA: Schley County (13249),2000-2004,male,45-64,hw,0,0
  GA: Schley County (13249),2000-2004,male,45-64,b,0,0
  GA: Schley County (13249),2000-2004,male,65+,nhw,0,0
  GA: Schley County (13249),2000-2004,male,65+,hw,0,0
  GA: Schley County (13249),2000-2004,male,65+,b,0,0
  GA: Schley County (13249),2000-2004,female,0-44,nhw,0,1
  GA: Schley County (13249),2000-2004,female,0-44,hw,0,0
  GA: Schley County (13249),2000-2004,female,0-44,b,0,0
  GA: Schley County (13249),2000-2004,female,45-64,nhw,0,0
  GA: Schley County (13249),2000-2004,female,45-64,hw,0,0
  GA: Schley County (13249),2000-2004,female,45-64,b,0,1
  GA: Schley County (13249),2000-2004,female,65+,nhw,0,0
  GA: Schley County (13249),2000-2004,female,65+,hw,0,0
  GA: Schley County (13249),2000-2004,female,65+,b,0,0
  GA: Schley County (13249),2005-2009,male,0-44,nhw,0,0
  GA: Schley County (13249),2005-2009,male,0-44,hw,0,0
  GA: Schley County (13249),2005-2009,male,0-44,b,0,0
  GA: Schley County (13249),2005-2009,male,45-64,nhw,0,0
  GA: Schley County (13249),2005-2009,male,45-64,hw,0,0
  GA: Schley County (13249),2005-2009,male,45-64,b,0,0
  GA: Schley County (13249),2005-2009,male,65+,nhw,0,0
  GA: Schley County (13249),2005-2009,male,65+,hw,0,0
  GA: Schley County (13249),2005-2009,male,65+,b,0,0
  GA: Schley County (13249),2005-2009,female,0-44,nhw,0,0
  GA: Schley County (13249),2005-2009,female,0-44,hw,0,0
  GA: Schley County (13249),2005-2009,female,0-44,b,0,0
  GA: Schley County (13249),2005-2009,female,45-64,nhw,0,0
  GA: Schley County (13249),2005-2009,female,45-64,hw,0,0
  GA: Schley County (13249),2005-2009,female,45-64,b,0,0
  GA: Schley County (13249),2005-2009,female,65+,nhw,0,0
  GA: Schley County (13249),2005-2009,female,65+,hw,0,0
  GA: Schley County (13249),2005-2009,female,65+,b,0,0
  GA: Schley County (13249),2010-2013,male,0-44,nhw,0,1
  GA: Schley County (13249),2010-2013,male,0-44,hw,0,0
  GA: Schley County (13249),2010-2013,male,0-44,b,0,0
  GA: Schley County (13249),2010-2013,male,45-64,nhw,0,0
  GA: Schley County (13249),2010-2013,male,45-64,hw,0,0
  GA: Schley County (13249),2010-2013,male,45-64,b,0,0
  GA: Schley County (13249),2010-2013,male,65+,nhw,0,0
  GA: Schley County (13249),2010-2013,male,65+,hw,0,0
  GA: Schley County (13249),2010-2013,male,65+,b,0,0
  GA: Schley County (13249),2010-2013,female,0-44,nhw,0,0
